_pf_date,_pf_meeting_id,_pf_venue,_pf_state,_pf_surface,race_id,race_number,race_name,race_distance,race_class,race_prize,race_start_time,runner_id,horse,tab_no,barrier,weight,weight_total,handicap,age,sex,country,trainer_id,trainer,trainer_loc,jockey_id,jockey,jockey_claim,jockey_apprentice,price_sp,last10,win_pct,place_pct,career_starts,career_wins,prize_money_total,emergency,gear_changes,prep_runs,form_id,track_rec_starts,track_rec_firsts,track_rec_seconds,track_rec_thirds,dist_rec_starts,dist_rec_firsts,dist_rec_seconds,dist_rec_thirds,trackdist_rec_starts,trackdist_rec_firsts,trackdist_rec_seconds,trackdist_rec_thirds,good_rec_starts,good_rec_firsts,good_rec_seconds,good_rec_thirds,soft_rec_starts,soft_rec_firsts,soft_rec_seconds,soft_rec_thirds,heavy_rec_starts,heavy_rec_firsts,heavy_rec_seconds,heavy_rec_thirds,first_up_starts,first_up_firsts,first_up_seconds,first_up_thirds,second_up_starts,second_up_firsts,second_up_seconds,second_up_thirds,trainerA2E_Career_a2e,trainerA2E_Career_pot,trainerA2E_Career_sr,trainerA2E_Career_wins,trainerA2E_Career_runners,jockeyA2E_Career_a2e,jockeyA2E_Career_pot,jockeyA2E_Career_sr,jockeyA2E_Career_wins,jockeyA2E_Career_runners,trainerJockeyA2E_Career_a2e,trainerJockeyA2E_Career_pot,trainerJockeyA2E_Career_sr,trainerJockeyA2E_Career_wins,trainerJockeyA2E_Career_runners,trainerA2E_Last100_a2e,trainerA2E_Last100_pot,trainerA2E_Last100_sr,trainerA2E_Last100_wins,trainerA2E_Last100_runners,jockeyA2E_Last100_a2e,jockeyA2E_Last100_pot,jockeyA2E_Last100_sr,jockeyA2E_Last100_wins,jockeyA2E_Last100_runners,trainerJockeyA2E_Last100_a2e,trainerJockeyA2E_Last100_pot,trainerJockeyA2E_Last100_sr,trainerJockeyA2E_Last100_wins,trainerJockeyA2E_Last100_runners
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1136822,Street Force,12,8,57.5,57.5,0,3,Filly,AUS,24094,S I Singleton,Scone,3408,Mikayla Weir,0,False,51,6                   ,0,0,3,0,3950,False,,0,9750972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.999318311312835,-10.096252885402812,11.433868974042,370,3236,0.967174666819611,-12.472131916807937,7.755595886267,641,8265,1.335595369650173,22.214706571909595,16.822429906542,18,107,1.0741202023825778,3.0589180190594965,19,19,100,1.1989197817781736,20.87365597251409,15,15,100,1.3640719713033012,24.021261688941166,18,18,100
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1134441,Le Smoke,7,10,57.5,57.5,0,3,Filly,NZ,20173,K A Lees,Newcastle,10928,Andrew Gibbons,0,False,9,2x                  ,0,33.33,3,0,5460,False,Ear muffs (pre-race only) off first time. ,0,9750967,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0.9846389583328813,-10.149392739811935,15.369897959183,1928,12544,0.9498743953962706,-12.932674125290545,11.550771021239,794,6874,0.9238357695704613,-14.371045642880476,16.232558139534,349,2150,1.0713117128723144,-2.4345480776920967,16,16,100,0.9353581944251129,-9.478079103803736,10,10,100,0.7069708226083399,-35.913013274704,10,10,100
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1108718,Bang On Time,1,5,58,58,0,4,Mare,NZ,14030,K J Parker,Kembla Grange,11357,Chad Lever,0,False,1.75,2                   ,33.33,66.67,3,1,33200,False,Ear muffs (pre-race only) first time. ,0,9750961,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0.9842255058733261,-12.308002969541787,9.432234432234,206,2184,0.9872541944545841,-10.70840203095069,12.574139976275,530,4215,1.7288124926891009,32.08312516861633,19.642857142857,11,56,0.5225528115283695,-55.70768907764674,5,5,100,0.864685658145615,-24.698280992411366,12,12,100,1.7288124926891009,32.08312516861633,19.642857142857,11,56
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,993098,Sans Egal,3,1,58,58,0,4,Mare,AUS,22369,T Wong,Hawkesbury,14668,L P Beuzelin,0,False,51,8x4383405x56x       ,0,16.67,12,0,13960,False,Blinkers again. Lugging bit off first time. Tongue tie off first time. ,0,9750963,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,1,2,0,0,1,4,0,0,0,3,0,0,1,0.9415199399525812,-15.507636705097283,6.303724928366,22,349,0.979382955443263,-13.44757718471966,9.970014992503,133,1334,1.4274038620234362,18.2212735104877,20,1,5,0.6675310619256069,-45.31962754561158,5,5,100,0.6208239095606289,-37.61505648412799,5,5,100,1.4274038620234362,18.2212735104877,20,1,5
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1117487,Pink Persuasion,9,9,57.5,57.5,0,3,Filly,AUS,20552,C J Waller,Rosehill,14843,Rory Hutchings,0,False,3.5,3239x               ,0,71.43,7,0,36650,False,Blinkers off first time. ,0,9750969,1,0,0,1,1,0,1,0,0,0,0,0,6,0,1,3,1,0,0,1,0,0,0,0,2,0,0,2,2,0,1,1,0.9745241248521622,-11.439928782926076,13.569116967175,3522,25956,1.0422023247293015,-6.876649339956688,12.662337662337,468,3696,1.1041908515976295,-2.665728538113282,14.112903225806,70,496,0.9605932240682874,-15.95233859833127,13,13,100,0.7500055198469567,-35.97252632265603,7,7,100,1.0892636990884483,-4.862200777941977,14,14,100
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1133183,Our Lady Peace,8,7,57.5,57.5,0,3,Filly,AUS,15153,G Portelli,Warwick Farm,15329,Andrew Adkins,0,False,18,7x4                 ,0,40,5,0,17950,False,,0,9750968,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0.941388615982199,-13.347522695455645,10.828440965427,498,4599,0.9197901532037482,-17.16094352409294,8.518729796539,448,5259,0,-100,0,0,10,0.9336918571493548,-15.855424170660056,7,7,100,0.9274784482719703,-16.590792807414324,10,10,100,0,-100,0,0,10
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1115063,Queen Of Russia,10,3,57.5,57.5,,3,Filly,AUS,26871,G Waterhouse & A Bott,Randwick,16691,Zac Wadick,0,True,12,,0,0,1,0,1050,False,,0,9750970,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0694383110000036,-4.778573092708504,18.235441767068,1453,7968,0.9422480303061401,-15.437445960905082,9.380053908355,174,1855,1.0188909893222258,-9.956355023652847,22.413793103448,13,58,1.0644430032342072,-7.273432799148803,18,18,100,0.9380156835413438,-11.114403058168934,11,11,100,1.0188909893222258,-9.956355023652847,22.413793103448,13,58
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1127703,Pietiero,13,4,54.5,55,0,2,Filly,AUS,20173,K A Lees,Newcastle,16744,William A Stanley,2,True,101,0                   ,0,0,2,0,1050,True,,0,9750973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9846389583328813,-10.149392739811935,15.369897959183,1928,12544,0.9775567108561084,-14.947713526978735,9.837177747625,145,1474,1.1930468252662325,14.337298745005393,14.285714285714,14,98,1.0713117128723144,-2.4345480776920967,16,16,100,1.399585638419069,26.632895110140982,14,14,100,1.1930468252662325,14.337298745005393,14.285714285714,14,98
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1126399,Get Litt,14,6,57.5,57.5,0,3,Filly,AUS,26965,Richard Litt,Warwick Farm,16746,Adam Farragher,0,False,18,7                   ,0,25,4,0,9560,True,,0,9750974,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1.0107296034241076,-11.868340003191799,10.108481262327,205,2028,0.7215593720499636,-36.7239234927632,6.293706293706,9,143,0,-100,0,0,1,1.0905665021755537,-3.5044006563143486,15,15,100,0.7931131871505624,-30.097943223835866,7,7,100,0,-100,0,0,1
2026-04-11,238684,Newcastle,NSW,,1335998,2,Maple Design + Construction Mdn Plate,1250,Maiden;,42000,4/11/2026 1:15:00 PM,1125819,Rising Queen,11,2,55.5,57.5,,3,Filly,AUS,20552,C J Waller,Rosehill,17435,Siena Grima,2,True,61,,0,0,1,0,1050,False,Ear muffs (pre-race only) first time. Lugging bit first time. ,0,9750971,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9745241248521622,-11.439928782926076,13.569116967175,3522,25956,1.013850777813098,-9.332959804571614,9.561466570812,133,1391,0.6970166110734499,-37.39851861077028,8.035714285714,9,112,0.9605932240682874,-15.95233859833127,13,13,100,0.8763226454117683,-27.00125635323422,9,9,100,0.5979304251280565,-47.54404379007621,7,7,100
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,972400,Debello,3,5,60,60,66,5,Gelding,AUS,15153,G Portelli,Warwick Farm,3408,Mikayla Weir,0,False,20,9534165x700         ,16.22,29.73,37,6,225100,False,,0,9751045,0,0,0,0,0,0,0,0,0,0,0,0,19,4,1,2,11,1,1,0,7,1,0,1,6,1,0,0,6,0,0,0,0.941388615982199,-13.347522695455645,10.828440965427,498,4599,0.967174666819611,-12.472131916807937,7.755595886267,641,8265,1.0366300962961978,6.82147527608704,10.958904109589,8,73,0.9336918571493548,-15.855424170660056,7,7,100,1.1989197817781736,20.87365597251409,15,15,100,1.0366300962961978,6.82147527608704,10.958904109589,8,73
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,993489,Scottish Pearl,7,12,58.5,58.5,67,5,Mare,IRE,28873,Annabel & Rob Archibald,Warwick Farm,10800,Christian Reith,0,False,51,221x2316144x        ,20,46.67,15,3,97475,False,,0,9751049,1,0,1,0,0,0,0,0,0,0,0,0,10,3,1,0,3,0,0,1,2,0,2,0,4,0,1,0,3,0,0,1,1.038760431994498,-6.921508119676646,15.204003079291,395,2598,0.9221949020010064,-15.732842752468907,11.48099111027,607,5287,1.0979365907189949,9.300794189815434,20,1,5,0.9822817760222144,-12.391276493006927,14,14,100,1.0132519713062909,-18.691384872920214,11,11,100,1.0979365907189949,9.300794189815434,20,1,5
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,1124515,Via Flaminia,12,10,57,57,65,3,Filly,NZ,20173,K A Lees,Newcastle,10928,Andrew Gibbons,0,False,10,315x18              ,28.57,42.86,7,2,51025,False,,0,9751054,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,1,0,1,2,1,0,1,2,1,0,0,0.9846389583328813,-10.149392739811935,15.369897959183,1928,12544,0.9498743953962706,-12.932674125290545,11.550771021239,794,6874,0.9238357695704613,-14.371045642880476,16.232558139534,349,2150,1.0713117128723144,-2.4345480776920967,16,16,100,0.9353581944251129,-9.478079103803736,10,10,100,0.7069708226083399,-35.913013274704,10,10,100
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,997382,Shangri La Impact,4,9,59,59,68,4,Mare,NZ,29144,Tom Charlton,Randwick,14348,Keagan Latham,0,False,3.9,22110x1             ,50,87.5,8,4,122100,False,,0,9751046,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,2,1,0,0,3,2,1,0,2,1,1,0,2,0,1,1,0.3449092785249055,-79.44754992488139,4.166666666666,1,24,1.0474631216395311,-8.51507064467561,14.16572077185,624,4405,0,-100.00000000000001,0,0,1,0.3449092785249055,-79.44754992488139,4.166666666666,1,24,0.9451729724665519,-20.591303164026414,15,15,100,0,-100.00000000000001,0,0,1
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,992189,Pensativa,8,11,58,58,66,4,Mare,AUS,27771,Lou Mary,Scone,14843,Rory Hutchings,0,False,10,4221x087210         ,20,45,20,4,161575,False,,0,9751050,0,0,0,0,3,2,1,0,0,0,0,0,10,3,2,1,9,1,2,0,1,0,0,0,4,0,0,0,4,1,0,0,1.07100753800805,-7.0192767529568005,14.084507042253,80,568,1.0422023247293015,-6.876649339956688,12.662337662337,468,3696,1.9425576154353577,71.70746369502957,17.391304347826,4,23,0.6390651586333349,-37.25774934577426,11,11,100,0.7500055198469567,-35.97252632265603,7,7,100,1.9425576154353577,71.70746369502957,17.391304347826,4,23
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,1116071,Solitario,5,8,59,59,64,4,Gelding,AUS,28713,P Messara & L Gavranich,Scone,15329,Andrew Adkins,0,False,4.8,2x113235x041        ,25,66.67,12,3,115500,False,,0,9751047,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,8,3,1,2,0,0,0,0,3,1,1,0,2,1,0,0,1.053364131837787,-3.20112796967882,28.198433420365,108,383,0.9197901532037482,-17.16094352409294,8.518729796539,448,5259,0.5751437914629713,-11.138592501114402,16.666666666666,1,6,0.9866346558793828,-12.544020682289569,24,24,100,0.9274784482719703,-16.590792807414324,10,10,100,0.5751437914629713,-11.138592501114402,16.666666666666,1,6
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,1121989,Cosmic Avenger,6,7,58.5,58.5,64,3,Gelding,AUS,15364,J G Sargent,Randwick,15335,Lee Magorrian,0,False,13,66336x62116         ,21.43,50,14,3,139625,False,,0,9751048,2,1,0,1,2,0,0,1,0,0,0,0,6,3,2,0,6,0,0,1,2,0,0,1,3,0,0,0,3,0,1,0,1.0059518687606803,-9.578898797107348,11.923877490336,401,3363,1.0017729307892376,-11.152004563773557,10.18591254255,389,3819,1.4032005657499966,14.51236699080255,20.253164556962,16,79,0.9699833774824466,-5.831514570003759,12,12,100,0.8571360281148797,-20.7704367383654,9,9,100,1.4032005657499966,14.51236699080255,20.253164556962,16,79
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,986581,Full Regalia,13,4,57,57,60,5,Gelding,AUS,26568,Ms K Owen,Taree,16616,Madeline Owen,0,False,17,0335x4131x21        ,23.53,52.94,17,4,81075,True,,0,9751055,0,0,0,0,3,1,0,2,0,0,0,0,6,2,0,2,8,2,1,2,3,0,0,0,4,0,1,0,4,3,0,0,1.2089464322149992,7.854783832337085,8.521970705725,64,751,0.969900025925134,-13.193317808935083,6.850025947067,132,1927,1.186312882048418,4.653721706026248,9.134615384615,38,416,1.2044272071910693,6.782454517824493,12,12,100,0.8986821007177949,-20.554095107167083,7,7,100,1.239326752328609,6.915350687441238,11,11,100
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,875704,General Soho,1,2,59,61,68,10,Gelding,AUS,4556,P M Perry,Newcastle,16744,William A Stanley,2,True,18,0282856210          ,17.14,40,70,12,469590,False,,0,9751043,14,5,2,2,9,1,0,0,2,1,0,0,45,8,7,3,20,3,4,2,5,1,0,0,8,1,1,1,8,1,1,0,0.9530547153245297,-14.052376569205855,9.100998890122,738,8109,0.9775567108561084,-14.947713526978735,9.837177747625,145,1474,0.8145654804456648,-26.769468205015457,5,2,40,1.0209865407492809,-12.472244795672566,7,7,100,1.399585638419069,26.632895110140982,14,14,100,0.8145654804456648,-26.769468205015457,5,2,40
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,953338,Owen County,11,3,57,57,60,6,Gelding,AUS,26965,Richard Litt,Warwick Farm,16746,Adam Farragher,0,False,41,11x0645560x7        ,14.29,21.43,28,4,226290,False,,0,9751053,5,0,0,0,9,0,0,0,1,0,0,0,7,1,0,0,11,1,0,0,10,2,0,2,5,1,0,0,5,0,0,1,1.0107296034241076,-11.868340003191799,10.108481262327,205,2028,0.7215593720499636,-36.7239234927632,6.293706293706,9,143,0,-100,0,0,1,1.0905665021755537,-3.5044006563143486,15,15,100,0.7931131871505624,-30.097943223835866,7,7,100,0,-100,0,0,1
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,996975,Autumn Dream,2,1,59,60.5,71,4,Mare,AUS,28873,Annabel & Rob Archibald,Warwick Farm,17270,Mollie Fitzgerald,1.5,True,5,54x37136x217        ,25,50,12,3,142900,False,,0,9751044,2,0,0,1,4,1,0,1,1,0,0,0,6,1,1,0,4,2,0,1,2,0,0,1,3,1,1,1,3,1,0,0,1.038760431994498,-6.921508119676646,15.204003079291,395,2598,1.031809188039618,-7.331922386245411,12.541037426132,191,1523,0.9947307024454105,-7.45287260319131,18.848167539267,36,191,0.9822817760222144,-12.391276493006927,14,14,100,0.7661364861209926,-24.096758366015266,9,9,100,0.8946983331023721,-17.2062425728439,15,15,100
2026-04-11,238684,Newcastle,NSW,,1336004,8,Chamberlains Law Firm (Bm68),1600,Benchmark 68;,42000,4/11/2026 4:55:00 PM,982089,Allapercanto,9,6,54.5,57.5,65,5,Mare,AUS,28536,Jake Hull,Gosford,17369,Shannen Llewellyn,3,True,12,737x0647x360        ,13.04,43.48,23,3,157875,False,,0,9751051,3,1,0,1,1,0,0,1,0,0,0,0,15,1,2,5,4,2,0,0,4,0,0,0,5,0,1,3,5,1,0,0,1.1507536182848495,1.828308810233594,13.939393939393,46,330,1.1433248582626407,3.876484391486154,12.524654832347,127,1014,2.3690076580181816,111.31304321370533,42.857142857142,3,7,0.9762533990879205,-7.914746932612769,13,13,100,1.6754635784862213,42.18466448700169,15,15,100,2.3690076580181816,111.31304321370533,42.857142857142,3,7
2026-04-11,238684,Newcastle,NSW,,1335997,1,Dynamic Business Technologies Midway Mdn Hcp,1890,Maiden;,45000,4/11/2026 12:40:00 PM,1121226,Landmark Lady,6,4,57,57,0,4,Mare,AUS,23242,Ms T Bateup,Kembla Grange,7901,Jess Taylor,0,False,41,740446x7875         ,0,6.25,16,0,27000,False,,0,9750958,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,9,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0.9492842959120864,-14.21559138288663,8.670957970465,229,2641,0.9609578273167884,-12.15455089833732,8.102580239144,515,6356,0.911187237804815,-16.93805743676635,8.837656099903,92,1041,1.2771685178061374,20.718486308729755,11,11,100,0.7525513722523927,-25.227160156354998,6,6,100,0.728788414646124,-30.521265146772734,6,6,100
2026-04-11,238684,Newcastle,NSW,,1335997,1,Dynamic Business Technologies Midway Mdn Hcp,1890,Maiden;,45000,4/11/2026 12:40:00 PM,1119854,Tarquinius,4,6,57.5,57.5,0,3,Gelding,NZ,27051,Brad Widdup,Hawkesbury,10800,Christian Reith,0,False,14,0x6                 ,0,0,3,0,2100,False,,0,9750956,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1.0878010446448378,-1.7428208382426011,14.663691424928,460,3137,0.9221949020010064,-15.732842752468907,11.48099111027,607,5287,1.0854272148567046,-5.157672568807801,17.676767676767,70,396,1.001071024035674,-2.8841459563645606,12,12,100,1.0132519713062909,-18.691384872920214,11,11,100,1.0875741913948846,-14.41122580857671,14,14,100
2026-04-11,238684,Newcastle,NSW,,1335997,1,Dynamic Business Technologies Midway Mdn Hcp,1890,Maiden;,45000,4/11/2026 12:40:00 PM,1120252,C'mon Flyer,2,3,58.5,58.5,0,3,Gelding,AUS,28557,Ross McConville,Kembla Grange,11357,Chad Lever,0,False,4.4,3x57                ,20,40,5,1,28575,False,,0,9750954,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0.8668031809993963,-21.574605069020365,8,38,475,0.9872541944545841,-10.70840203095069,12.574139976275,530,4215,1.588220937859155,21.768148547006177,11.111111111111,3,27,0.9559385349575032,-13.412356900702513,7,7,100,0.864685658145615,-24.698280992411366,12,12,100,1.588220937859155,21.768148547006177,11.111111111111,3,27
2026-04-11,238684,Newcastle,NSW,,1335997,1,Dynamic Business Technologies Midway Mdn Hcp,1890,Maiden;,45000,4/11/2026 12:40:00 PM,982290,She's A Dame,3,7,58,58,0,4,Mare,AUS,29083,Mitchell Beer & George Carpenter,Kembla Grange,15335,Lee Magorrian,0,False,3.9,3x34x3342           ,0,66.67,9,0,29775,False,,0,9750955,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,1,1,0,0,0,0,3,0,0,3,2,0,0,1,0.9529558848874431,-14.19997433901165,13.53711790393,31,229,1.0017729307892376,-11.152004563773557,10.18591254255,389,3819,0.6434815390760565,-47.7090195007327,7.142857142857,1,14,0.7544972751503082,-33.36255308126555,11,11,100,0.8571360281148797,-20.7704367383654,9,9,100,0.6434815390760565,-47.7090195007327,7.142857142857,1,14
2026-04-11,238684,Newcastle,NSW,,1335997,1,Dynamic Business Technologies Midway Mdn Hcp,1890,Maiden;,45000,4/11/2026 12:40:00 PM,1118160,Shadow Of Light,8,2,57,57,0,3,Filly,AUS,25196,John Thompson,Randwick,15590,Brock Ryan,0,False,3,37x489240           ,0,22.22,9,0,20475,False,,0,9750960,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,4,0,1,1,0,0,0,0,2,0,0,1,2,0,0,0,1.0645453344056515,-4.095699166719313,12.194594594594,564,4625,1.0259039642502006,-7.683384888567825,9.059661183402,369,4073,1.32452405945309,16.30724995925155,12.883435582822,21,163,1.136021609048998,2.3981954251467466,11,11,100,1.0326885290473287,-3.6433514799440054,10,10,100,1.2056464831013431,2.6713724125603857,12,12,100
2026-04-11,238684,Newcastle,NSW,,1335997,1,Dynamic Business Technologies Midway Mdn Hcp,1890,Maiden;,45000,4/11/2026 12:40:00 PM,1124492,Not So Casual,7,5,54,57,0,3,Filly,NZ,15364,J G Sargent,Randwick,17291,Rebecca Bronett Prag,3,True,14,0965                ,0,0,6,0,9425,False,Blinkers off first time. Ear muffs (pre-race only) first time. ,0,9750959,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0059518687606803,-9.578898797107348,11.923877490336,401,3363,1.0997909969113695,0.29915993213035164,9.954751131221,88,884,0,-100,0,0,2,0.9699833774824466,-5.831514570003759,12,12,100,0.8965591734327698,-20.193850977264145,6,6,100,0,-100,0,0,2
2026-04-11,238684,Newcastle,NSW,,1335997,1,Dynamic Business Technologies Midway Mdn Hcp,1890,Maiden;,45000,4/11/2026 12:40:00 PM,1123599,Wormington,1,1,57,59,0,3,Gelding,AUS,28557,Ross McConville,Kembla Grange,17435,Siena Grima,2,True,4.8,65292               ,0,28.57,7,0,26775,False,Blinkers off first time. Visors first time. ,0,9750953,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8668031809993963,-21.574605069020365,8,38,475,1.013850777813098,-9.332959804571614,9.561466570812,133,1391,6.9216806722689075,500,50,1,2,0.9559385349575032,-13.412356900702513,7,7,100,0.8763226454117683,-27.00125635323422,9,9,100,6.9216806722689075,500,50,1,2
2026-04-11,238684,Newcastle,NSW,,1336000,4,Insight Building Services Super Mdn Hcp,1500,Maiden;,60000,4/11/2026 2:25:00 PM,1122313,Made In Italy,3,3,57,57,0,3,Filly,AUS,23134,Matthew Smith,Warwick Farm,9670,Grant Buckley,0,False,3.8,332x                ,0,100,5,0,38550,False,,0,9750989,0,0,0,0,1,0,0,1,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,1,0.9781986884620968,-11.301075955113879,12.009156541644,682,5679,0.9207972081602404,-16.12276827700709,8.988159311087,1002,11148,0.8362933585886887,-20.967143429863697,9.009009009009,10,111,1.2637755631498289,18.165149369936984,15,15,100,0.5142674787877147,-55.68172197110569,5,5,100,0.7507864155224426,-28.774659552328085,8,8,100
2026-04-11,238684,Newcastle,NSW,,1336000,4,Insight Building Services Super Mdn Hcp,1500,Maiden;,60000,4/11/2026 2:25:00 PM,1124030,Don't Tell Polly,9,7,55,55,0,3,Filly,AUS,27051,Brad Widdup,Hawkesbury,10800,Christian Reith,0,False,31,49x5                ,20,20,5,1,27700,False,Cross-over nose band first time. ,0,9750995,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1.0878010446448378,-1.7428208382426011,14.663691424928,460,3137,0.9221949020010064,-15.732842752468907,11.48099111027,607,5287,1.0854272148567046,-5.157672568807801,17.676767676767,70,396,1.001071024035674,-2.8841459563645606,12,12,100,1.0132519713062909,-18.691384872920214,11,11,100,1.0875741913948846,-14.41122580857671,14,14,100
2026-04-11,238684,Newcastle,NSW,,1336000,4,Insight Building Services Super Mdn Hcp,1500,Maiden;,60000,4/11/2026 2:25:00 PM,1130595,Prince Tommy,2,8,57.5,57.5,0,3,Gelding,AUS,23134,Matthew Smith,Warwick Farm,12122,Andrew Calder,0,False,61,7                   ,0,0,3,0,5475,False,,0,9750988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9781986884620968,-11.301075955113879,12.009156541644,682,5679,0.9411506593511925,-18.502242698667956,8.398821218074,171,2036,0.5959413832070408,-41.43667564057041,6.666666666666,2,30,1.2637755631498289,18.165149369936984,15,15,100,0.8137287921115278,-25.485671878673152,8,8,100,0.5959413832070408,-41.43667564057041,6.666666666666,2,30
2026-04-11,238684,Newcastle,NSW,,1336000,4,Insight Building Services Super Mdn Hcp,1500,Maiden;,60000,4/11/2026 2:25:00 PM,1119328,Vltava,7,5,55.5,55.5,0,3,Gelding,AUS,28511,Joel Wilkes,Muswellbrook,12947,Luke Rolls,0,False,4.8,5540x2              ,14.29,42.86,7,1,49850,False,,0,9750993,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,1,0,0,0,0,0,2,0,1,0,2,1,0,0,0.6829306210131614,-26.00004363584421,5.06329113924,4,79,0.974320576033807,-12.91668770816711,9.520797089988,602,6323,0,-100,0,0,3,0.6829306210131614,-26.00004363584421,5.06329113924,4,79,0.866674565401459,-22.917926613055695,10,10,100,0,-100,0,0,3
